,1,368,0,137,62,193,157,TARGET
38498,32,117310.979016494,2,3,1,99,3,0
38499,22,159332.16,2,3,1,2,3,0
38500,34,117310.979016494,2,3,1,99,3,0
38501,25,117310.979016494,2,3,1,3,3,0
38502,34,74132.67,2,3,1,99,3,0
38503,30,167076.21,2,3,1,3,3,0
38504,25,117310.979016494,2,3,1,99,3,0
38505,29,182765.34,2,3,1,3,3,0
38506,23,190976.22,2,3,1,3,3,0
38507,23,54188.94,2,3,1,99,3,0
38508,47,42266.91,2,3,1,1,3,0
38509,23,130292.76,2,3,1,99,3,0
38510,30,47168.61,2,3,1,3,3,0
38511,23,380901.03,2,3,1,1,3,0
38512,26,77685.0,2,3,1,3,3,0
38513,35,29775.36,2,3,1,1,3,0
38514,72,72246.75,2,6,1,1,6,0
38515,23,60148.92,2,3,1,3,3,0
38516,23,71344.41,2,3,1,99,3,0
38517,22,117310.979016494,2,3,1,1,3,0
38518,77,231787.47,2,6,1,2,3,0
38519,23,141572.22,2,3,1,3,3,0
38520,25,70153.8,2,3,1,3,3,0
38521,23,85937.88,2,3,1,99,3,0
38522,40,96136.5,2,6,1,1,6,0
38523,25,117310.979016494,2,3,1,3,3,0
38524,53,102954.72,1,3,1,2,3,0
38525,27,110728.11,2,3,1,3,3,0
38526,40,201114.21,2,6,1,2,3,0
38527,48,117310.979016494,2,3,1,99,3,0
38528,24,214044.72,2,6,1,3,6,0
38529,24,117310.979016494,2,3,1,3,3,0
38530,23,121919.49,2,3,1,99,3,0
38531,42,89439.69,2,9,1,3,6,0
38532,59,117310.979016494,2,3,1,1,3,0
38533,35,498328.14,2,3,1,1,3,0
38534,23,117310.979016494,2,3,1,3,3,0
38535,50,117310.979016494,4,0,0,99,0,0
38536,27,103189.71,2,3,1,99,3,0
38537,38,117310.979016494,2,3,1,1,3,0
38538,61,80394.03,2,3,1,99,3,0
38539,23,117310.979016494,2,3,1,3,3,0
38540,24,113631.81,2,3,1,1,3,0
38541,23,37221.6,2,3,1,3,3,0
38542,23,75582.9,2,3,1,1,3,0
38543,41,107752.98,2,3,1,1,3,0
38544,37,160788.63,2,3,1,2,3,0
38545,27,32104.62,2,3,1,3,3,0
38546,23,101489.34,2,3,1,3,3,0
38547,23,658251.42,2,3,1,99,3,0
38548,40,55941.87,2,3,1,2,3,0
38549,23,64874.88,2,3,1,99,3,0
38550,25,77138.04,2,3,1,99,3,0
38551,37,433629.66,2,6,1,3,3,0
38552,23,342108.63,2,3,1,99,3,0
38553,49,117310.979016494,2,3,1,1,3,0
38554,23,117310.979016494,2,3,1,99,3,0
38555,31,103942.44,2,3,1,2,3,0
38556,22,39989.88,2,3,1,0,3,0
38557,42,57717.15,2,6,1,2,3,0
38558,23,126946.08,2,3,1,99,3,0
38559,23,117310.979016494,2,3,1,3,3,0
38560,25,113103.12,2,3,1,3,3,0
38561,25,117310.979016494,2,3,1,99,3,0
38562,23,65558.7,2,6,1,2,6,0
38563,24,87865.02,2,3,1,3,3,0
38564,23,76114.56,2,3,1,99,3,0
38565,23,71962.08,2,3,1,3,3,0
38566,49,110643.75,2,3,1,1,3,0
38567,23,117310.979016494,2,3,1,1,3,0
38568,23,62376.99,2,3,1,2,3,0
38569,23,110091.93,2,3,1,99,3,0
38570,32,117310.979016494,5,3,1,99,3,0
38571,29,55583.97,2,3,1,99,3,0
38572,32,89962.44,2,3,1,3,3,0
38573,48,39444.9,2,3,1,99,3,0
38574,23,69329.7,2,3,1,3,3,0
38575,23,117310.979016494,2,3,1,3,3,0
38576,32,117310.979016494,2,3,1,2,3,0
38577,38,225365.25,2,3,1,99,3,0
38578,23,74050.05,2,3,1,99,3,0
38579,36,117310.979016494,2,6,1,1,6,0
38580,55,200331.54,142,0,0,3,0,0
38581,35,93602.82,2,3,1,1,3,0
38582,23,119050.62,2,3,1,3,3,0
38583,33,65274.69,2,3,1,99,3,0
38584,62,40122.33,2,3,1,1,3,0
38585,64,271324.05,2,6,1,3,6,0
38586,24,117310.979016494,2,3,1,99,3,0
38587,23,117310.979016494,2,3,1,99,3,0
38588,23,61114.38,2,3,1,99,3,0
38589,23,117310.979016494,2,3,1,99,3,0
38590,23,44274.06,2,3,1,3,3,0
38591,34,65255.79,2,3,1,3,3,0
38592,28,117310.979016494,2,3,1,2,3,0
38593,25,71091.81,2,3,1,3,3,0
38594,35,117310.979016494,2,9,1,2,6,0
38595,26,77784.48,2,3,1,99,3,0
38596,23,117310.979016494,2,3,1,99,3,0
38597,25,21271.08,2,3,1,3,3,0
38598,55,117310.979016494,2,6,1,2,3,0
38599,23,117310.979016494,2,3,1,3,3,0
38600,51,117310.979016494,35,3,1,3,3,0
38601,30,79817.67,2,3,1,99,3,0
38602,33,39504.72,2,3,1,2,3,0
38603,24,64310.25,2,3,1,99,3,0
38604,24,81924.69,2,3,1,99,3,0
38605,75,117310.979016494,2,3,1,3,3,0
38606,36,68127.15,2,6,1,3,6,0
38607,28,221112.9,2,3,1,2,3,0
38608,35,50937.99,2,3,1,3,3,1
38609,32,117310.979016494,2,3,1,1,3,0
38610,23,160409.94,2,3,1,3,3,0
38611,24,141246.66,2,3,1,3,3,0
38612,50,82322.25,2,3,1,2,3,0
38613,29,117310.979016494,2,3,1,1,3,0
38614,23,55148.55,2,3,1,3,3,0
38615,29,53324.25,2,3,1,99,3,0
38616,31,87355.98,2,3,1,99,3,0
38617,33,67323.93,2,3,1,99,3,0
38618,23,235023.06,2,3,1,99,3,0
38619,35,235476.72,2,3,1,1,3,0
38620,23,116268.6,2,3,1,3,3,0
38621,27,135286.17,2,3,1,99,3,0
38622,23,36696.15,2,3,1,99,3,0
38623,43,84913.08,2,6,1,3,3,0
38624,25,97799.55,2,3,1,3,3,0
38625,50,57488.73,2,3,1,1,3,0
38626,36,25197.81,2,3,1,99,3,0
38627,23,88164.54,2,3,1,99,3,0
38628,43,171272.67,2,3,1,99,3,0
38629,24,44561.61,2,3,1,3,3,0
38630,55,189626.19,2,3,1,2,3,0
38631,26,117310.979016494,2,3,1,99,3,0
38632,23,58908.48,2,3,1,99,3,0
38633,23,123168.39,2,3,1,99,3,0
38634,49,98301.66,2,3,1,1,3,0
38635,84,208535.4,2,6,1,3,3,0
38636,27,39426.51,2,3,1,3,3,0
38637,28,75158.43,2,3,1,3,3,0
38638,46,112944.36,2,6,1,1,6,0
38639,24,117310.979016494,2,3,1,1,3,0
38640,23,117876.75,2,3,1,3,3,0
38641,23,243590.31,2,3,1,3,3,0
38642,37,48391.32,2,3,1,1,3,0
38643,26,55193.49,2,3,1,3,3,0
38644,77,72483.33,2,6,1,3,6,1
38645,30,64870.56,2,3,1,99,3,0
38646,24,74001.0,2,3,1,3,3,0
38647,27,60628.32,2,3,1,1,3,0
38648,72,174170.1,2,3,1,3,3,0
38649,44,53399.64,2,3,1,99,3,0
38650,30,27915.03,2,3,1,2,3,0
38651,26,117310.979016494,2,3,1,3,3,0
38652,36,64145.76,2,3,1,1,3,0
38653,23,117310.979016494,2,3,1,3,3,0
38654,27,81651.48,2,3,1,99,3,0
38655,33,117310.979016494,2,3,1,3,3,0
38656,24,52165.29,2,3,1,3,3,0
38657,28,52141.77,2,3,1,3,3,0
38658,23,117310.979016494,2,9,1,1,6,0
38659,50,80539.35,2,3,1,1,3,0
38660,25,98750.46,2,3,1,1,3,0
38661,24,175566.33,2,3,1,99,3,0
38662,48,114981.33,2,3,1,99,3,0
38663,73,1035377.28,2,9,1,3,6,0
38664,41,81193.56,2,3,1,1,3,0
38665,27,87806.1,2,3,1,3,3,0
38666,47,105996.9,175,6,1,1,6,0
38667,23,117310.979016494,2,3,1,3,3,0
38668,23,131979.63,2,3,1,99,3,0
38669,39,117310.979016494,2,3,1,99,3,0
38670,35,117310.979016494,2,6,1,2,6,0
38671,24,95572.47,2,3,1,99,3,0
38672,35,102159.81,2,3,1,2,3,0
38673,48,114018.96,28,3,1,3,3,0
38674,25,81074.97,2,3,1,99,3,0
38675,23,117310.979016494,2,3,1,3,3,0
38676,23,122632.2,2,3,1,99,3,0
38677,41,56618.13,2,3,1,99,3,0
38678,17,192630.96,2,3,1,1,3,0
38679,27,117310.979016494,2,3,1,3,3,0
38680,64,34971.63,2,3,1,1,3,0
38681,23,47733.54,2,3,1,3,3,0
38682,49,104166.0,2,6,1,1,6,0
38683,41,117310.979016494,2,3,1,3,3,0
38684,64,66611.1,2,6,1,2,3,0
38685,24,117310.979016494,2,3,1,3,3,0
38686,29,111561.96,2,3,1,99,3,0
38687,65,40690.41,2,3,1,3,3,0
38688,25,49104.9,2,3,1,3,3,0
38689,26,61862.82,2,3,1,99,3,0
38690,58,117310.979016494,2,3,1,1,3,0
38691,24,114074.16,2,3,1,99,3,0
38692,35,85373.1,2,3,1,2,3,0
38693,23,117310.979016494,2,3,1,3,3,0
38694,34,44557.62,2,3,1,1,3,1
38695,22,107971.08,2,3,1,0,3,0
38696,23,106699.41,2,3,1,99,3,0
38697,24,94591.71,2,3,1,99,3,0
38698,40,154791.18,2,6,1,1,3,0
38699,26,58212.3,2,3,1,99,3,0
38700,24,86187.87,2,3,1,99,3,0
38701,56,117310.979016494,2,3,1,99,3,0
38702,52,117310.979016494,2,6,1,1,6,0
38703,24,125917.74,2,3,1,3,3,0
38704,23,77288.97,2,3,1,99,3,0
38705,24,117310.979016494,2,3,1,3,3,0
38706,51,78923.16,2,3,1,99,3,0
38707,52,117310.979016494,2,3,1,99,3,0
38708,59,261018.18,2,6,1,2,6,0
38709,23,201389.85,2,3,1,99,3,0
38710,26,86549.88,2,3,1,3,3,0
38711,35,74798.76,2,3,1,2,3,0
38712,27,91298.37,2,3,1,1,3,0
38713,23,95960.7,2,3,1,3,3,0
38714,25,57430.05,2,3,1,3,3,0
38715,34,131173.74,2,3,1,99,3,0
38716,24,58530.33,2,3,1,99,3,0
38717,27,93796.74,2,3,1,1,3,0
38718,23,117310.979016494,2,3,1,99,3,0
38719,23,47704.17,2,3,1,99,3,0
38720,23,36502.59,2,3,1,99,3,0
38721,49,117310.979016494,2,3,1,99,3,0
38722,41,64475.91,2,3,1,99,3,0
38723,23,117310.979016494,2,3,1,99,3,0
38724,24,185278.89,2,3,1,3,3,0
38725,30,84551.04,2,3,1,1,3,0
38726,23,109176.36,2,3,1,99,3,0
38727,38,180020.25,4,0,0,99,0,0
38728,23,125923.35,2,3,1,99,3,0
38729,23,125820.72,2,3,1,3,3,0
38730,38,117310.979016494,2,3,1,3,3,0
38731,23,50054.85,2,3,1,1,3,0
38732,23,192323.52,2,3,1,3,3,0
38733,47,61698.54,2,9,1,2,6,0
38734,24,73896.36,2,3,1,3,3,0
38735,36,51256.2,6,3,1,1,3,0
38736,39,101768.55,2,3,1,1,3,0
38737,42,244803.72,2,6,1,1,6,0
38738,26,31750.92,2,3,1,99,3,0
38739,48,86321.79,2,3,1,3,3,0
38740,40,99426.78,2,3,1,3,3,0
38741,31,174398.73,2,3,1,3,3,0
38742,32,27932.7,2,3,1,99,3,0
38743,23,117310.979016494,2,3,1,3,3,0
38744,48,117310.979016494,2,3,1,99,3,0
38745,23,117310.979016494,2,3,1,3,3,0
38746,31,64926.69,2,3,1,2,3,0
38747,59,117310.979016494,2,6,1,1,6,0
38748,35,176220.42,2,3,1,1,3,0
38749,23,66103.98,2,3,1,3,3,0
38750,64,96048.75,2,6,1,3,3,0
38751,23,53976.15,2,3,1,2,3,0
38752,23,109275.3,2,3,1,99,3,0
38753,51,95479.29,2,3,1,3,3,0
38754,33,75826.35,2,3,1,99,3,1
38755,23,110207.64,2,3,1,99,3,0
38756,22,179761.11,2,3,1,0,3,0
38757,66,32977.35,2,3,1,99,3,1
38758,30,87122.82,2,3,1,3,3,0
38759,23,105387.0,2,3,1,3,3,0
38760,37,96553.71,2,3,1,1,3,0
38761,22,79568.7,2,3,1,0,3,0
38762,23,117310.979016494,2,3,1,3,3,0
38763,43,117310.979016494,2,3,1,99,3,1
38764,23,35955.96,2,3,1,99,3,0
38765,23,70585.47,2,3,1,3,3,0
38766,23,387149.4,2,3,1,99,3,0
38767,25,180911.34,2,3,1,99,3,0
38768,66,117310.979016494,2,6,1,3,3,0
38769,23,62415.03,2,3,1,3,3,0
38770,33,87228.36,2,3,1,99,3,1
38771,23,147031.38,2,3,1,99,3,0
38772,40,93045.06,2,3,1,2,3,0
38773,24,129832.92,2,3,1,99,3,0
38774,33,93315.81,9,3,1,3,3,0
38775,23,104943.42,2,3,1,99,3,0
38776,23,92229.93,2,3,1,99,3,0
38777,23,114105.93,2,3,1,2,3,0
38778,52,32962.11,2,3,1,2,3,0
38779,23,117310.979016494,2,3,1,1,3,0
38780,32,372589.5,2,9,1,3,6,0
38781,26,126725.25,2,3,1,1,3,0
38782,23,110492.19,2,3,1,99,3,0
38783,23,94759.38,2,3,1,99,3,0
38784,23,131219.79,2,3,1,3,3,0
38785,41,62342.58,2,3,1,99,3,0
38786,23,57379.59,11,6,1,2,6,0
38787,24,119817.09,2,3,1,3,3,0
38788,31,52083.42,2,3,1,1,3,0
38789,33,117310.979016494,2,6,1,1,6,0
38790,23,43603.26,2,3,1,3,3,0
38791,25,117310.979016494,2,3,1,99,3,0
38792,23,183829.08,2,3,1,99,3,0
38793,26,29368.26,2,3,1,99,3,0
38794,31,117310.979016494,2,3,1,1,3,0
38795,23,84715.05,2,3,1,99,3,0
38796,23,117310.979016494,2,3,1,3,3,0
38797,25,117310.979016494,2,3,1,2,3,0
38798,23,61859.31,2,3,1,3,3,0
38799,23,76580.79,2,3,1,99,3,0
38800,23,78440.7,2,3,1,99,3,0
38801,48,53974.26,2,3,1,3,3,0
38802,37,112615.35,2,3,1,99,3,0
38803,32,100024.65,2,3,1,99,3,0
38804,58,117310.979016494,2,3,1,99,3,0
38805,30,117310.979016494,2,3,1,99,3,0
38806,23,157011.78,2,3,1,99,3,0
38807,59,237488.37,2,6,1,3,6,0
38808,44,96980.88,2,9,1,3,6,0
38809,26,135520.44,2,3,1,3,3,0
38810,27,47188.44,2,3,1,1,3,0
38811,23,201737.85,2,3,1,99,3,0
38812,43,47228.97,2,6,1,2,6,0
38813,33,98765.28,2,6,1,1,6,0
38814,29,192554.64,2,3,1,3,3,0
38815,38,132507.63,2,3,1,1,3,0
38816,50,42787.38,2,3,1,3,3,0
38817,26,125742.36,7,3,1,2,3,0
38818,31,90886.74,2,3,1,99,3,0
38819,23,117310.979016494,2,3,1,99,3,0
38820,57,117310.979016494,2,3,1,99,3,0
38821,25,1912188.75,2,3,1,1,3,0
38822,25,203320.35,2,3,1,99,3,0
38823,24,59513.91,2,3,1,3,3,0
38824,25,224370.36,2,3,1,99,3,0
38825,30,117310.979016494,2,3,1,1,3,0
38826,57,83039.13,2,3,1,1,3,0
38827,61,117310.979016494,2,3,1,99,3,1
38828,56,117310.979016494,2,3,1,99,3,0
38829,24,86270.88,2,3,1,99,3,0
38830,56,39991.35,2,6,1,1,6,0
38831,23,117310.979016494,2,3,1,99,3,0
38832,45,117310.979016494,2,9,1,3,6,0
38833,27,49967.37,2,3,1,99,3,0
38834,48,117310.979016494,2,6,1,1,6,0
38835,19,360646.83,2,3,1,3,3,0
38836,40,106008.69,2,3,1,3,3,0
38837,32,42997.98,2,3,1,99,3,0
38838,46,167898.3,2,3,1,2,3,0
38839,28,117310.979016494,2,3,1,99,3,0
38840,44,171891.9,94,3,1,1,0,0
38841,32,117310.979016494,0,3,1,99,3,0
38842,23,106672.11,2,3,1,99,3,0
38843,10,185456.52,2,3,1,3,3,0
38844,36,124837.98,2,3,1,2,3,0
38845,66,82069.65,2,3,1,99,3,0
38846,51,97482.9,2,3,1,99,3,0
38847,23,115203.24,2,3,1,99,3,0
38848,43,291746.97,2,3,1,99,3,0
38849,24,421845.48,2,3,1,99,3,0
38850,41,194937.15,2,3,1,99,3,0
38851,39,117310.979016494,2,3,1,99,3,0
38852,33,48865.41,2,3,1,2,3,0
38853,24,117310.979016494,2,3,1,3,3,0
38854,23,117310.979016494,2,3,1,99,3,0
38855,23,50888.49,2,3,1,1,3,0
38856,89,192876.75,2,3,1,99,3,0
38857,23,41670.18,2,3,1,99,3,0
38858,47,235476.72,2,6,1,1,6,0
38859,42,116674.02,2,3,1,3,3,0
38860,45,34719.18,2,3,1,1,3,0
38861,40,66630.3,2,6,1,1,6,0
38862,23,105108.48,2,3,1,3,3,0
38863,42,83183.34,2,6,1,1,6,0
38864,29,110973.15,2,3,1,99,3,0
38865,41,117310.979016494,2,3,1,1,3,0
38866,33,85789.2,2,3,1,1,3,0
38867,25,97894.29,2,3,1,3,3,0
38868,23,16748.31,2,3,1,3,3,0
38869,23,71600.61,2,3,1,99,3,0
38870,31,117310.979016494,2,3,1,99,3,0
38871,39,117310.979016494,2,3,1,1,3,0
38872,23,62019.96,2,3,1,3,3,0
38873,40,85439.58,2,3,1,99,3,0
38874,24,117310.979016494,2,3,1,3,3,0
38875,23,22978.11,2,3,1,3,3,0
38876,27,59781.45,2,3,1,1,3,0
38877,43,117310.979016494,2,3,1,1,3,0
38878,23,82284.0,2,3,1,3,3,0
38879,29,106510.56,2,3,1,3,3,0
38880,31,34441.86,2,3,1,3,3,0
38881,15,131658.03,2,3,1,99,3,0
38882,38,117310.979016494,2,3,1,99,3,0
38883,35,117310.979016494,2,3,1,3,3,0
38884,49,162755.82,2,3,1,1,3,0
38885,23,78934.86,2,3,1,3,3,0
38886,23,38295.27,2,3,1,99,3,0
38887,26,234737.91,2,3,1,99,3,0
38888,43,146341.35,2,6,1,2,3,0
38889,26,53534.4,2,3,1,99,3,0
38890,41,85448.61,2,3,1,99,3,0
38891,30,87749.16,2,3,1,99,3,0
38892,37,299900.73,2,3,1,1,3,0
38893,25,63711.15,2,3,1,99,3,0
38894,55,117310.979016494,2,9,1,2,6,0
38895,23,117310.979016494,2,3,1,99,3,0
38896,31,119385.96,2,3,1,99,3,0
38897,23,128094.15,2,3,1,99,3,0
38898,31,113429.49,2,3,1,3,3,0
38899,31,28296.45,15,3,1,1,3,0
38900,46,117310.979016494,2,3,1,99,3,0
38901,23,68809.5,2,3,1,99,3,0
38902,40,57569.31,4,6,1,2,6,1
38903,23,78270.36,2,3,1,99,3,0
38904,23,58136.16,2,3,1,3,3,0
38905,68,117310.979016494,2,3,1,99,3,0
38906,24,58051.83,2,3,1,1,3,0
38907,58,60759.66,2,3,1,99,3,1
38908,60,90122.25,2,3,1,1,3,0
38909,66,108843.6,2,3,1,3,3,0
38910,38,311353.59,4,0,0,1,0,0
38911,30,99894.81,2,3,1,99,3,0
38912,31,169085.67,13,6,1,1,6,0
38913,24,117310.979016494,2,3,1,99,3,0
38914,23,88479.0,2,3,1,3,3,0
38915,81,62419.86,2,9,1,3,6,0
38916,25,59781.15,2,3,1,3,3,0
38917,91,733632.66,2,6,1,1,6,0
38918,34,99802.08,2,3,1,1,3,0
38919,32,91633.2,2,3,1,99,3,0
38920,39,74117.22,2,3,1,99,3,1
38921,30,84497.79,2,3,1,99,3,0
38922,23,210514.08,2,3,1,3,3,0
38923,26,46521.27,2,3,1,3,3,0
38924,23,98838.24,2,3,1,99,3,0
38925,50,127647.57,2,6,1,3,3,0
38926,28,117310.979016494,2,3,1,99,3,0
38927,23,76915.32,2,3,1,99,3,0
38928,25,117310.979016494,2,3,1,3,3,0
38929,41,78817.68,2,3,1,3,3,0
38930,71,80840.85,4,0,0,99,0,0
38931,23,365278.41,2,3,1,2,3,0
38932,24,68719.5,2,3,1,3,3,0
38933,24,148975.59,2,3,1,3,3,0
38934,23,44432.37,2,3,1,99,3,0
38935,36,107093.64,2,3,1,99,3,0
38936,53,117310.979016494,2,6,1,1,3,0
38937,26,97486.77,2,3,1,99,3,1
38938,24,117310.979016494,2,3,1,2,3,0
38939,24,65785.29,2,3,1,3,3,0
38940,53,30141.96,2,3,1,99,3,1
38941,48,61977.54,2,3,1,1,3,0
38942,23,117310.979016494,2,3,1,1,3,0
38943,38,194808.63,2,3,1,2,3,0
38944,27,158964.18,2,3,1,99,3,0
38945,33,71655.81,2,3,1,3,3,0
38946,51,126625.83,2,3,1,2,3,0
38947,23,42773.7,2,3,1,3,3,0
38948,23,68305.71,2,3,1,99,3,0
38949,23,88754.22,2,3,1,99,3,0
38950,24,98981.01,2,3,1,99,3,0
38951,25,176908.41,2,3,1,99,3,0
38952,33,287863.41,2,3,1,3,3,0
38953,23,117310.979016494,2,3,1,3,3,0
38954,24,78044.49,2,3,1,99,3,0
38955,45,117310.979016494,2,3,1,99,3,0
38956,24,113681.25,2,3,1,99,3,0
38957,64,91641.48,2,6,1,1,6,0
38958,24,73380.0,2,3,1,3,3,0
38959,25,68820.48,2,3,1,99,3,0
38960,23,117310.979016494,2,3,1,3,3,0
38961,23,77027.01,2,3,1,99,3,0
38962,52,186539.61,2,9,1,3,6,0
38963,84,58527.87,2,6,1,1,6,0
38964,58,81818.76,2,3,1,1,3,0
38965,36,129690.84,2,3,1,3,3,0
38966,23,234581.82,2,3,1,3,3,0
38967,23,203983.5,2,3,1,2,3,0
38968,23,117310.979016494,2,3,1,99,3,0
38969,23,135947.97,12,3,1,1,3,0
38970,40,117310.979016494,2,6,1,3,3,0
38971,26,217776.18,2,3,1,99,3,0
38972,23,112918.71,2,3,1,99,3,0
38973,38,129933.81,2,3,1,1,3,0
38974,35,56453.67,2,3,1,3,3,0
38975,24,104563.8,2,3,1,3,3,0
38976,23,29983.86,2,3,1,2,3,0
38977,26,109366.47,2,3,1,3,3,0
38978,25,60489.36,2,3,1,3,3,0
38979,23,117310.979016494,2,3,1,3,3,0
38980,44,117310.979016494,2,9,1,3,6,0
38981,23,165527.19,2,3,1,3,3,0
38982,23,117310.979016494,2,3,1,99,3,0
38983,34,113774.64,2,3,1,1,3,0
38984,25,80418.54,2,3,1,1,3,0
38985,23,117310.979016494,2,3,1,99,3,0
38986,36,117310.979016494,2,3,1,99,3,0
38987,56,199009.11,2,6,1,1,6,0
38988,53,99263.37,2,3,1,2,3,0
38989,30,74515.65,2,3,1,99,3,0
38990,23,117310.979016494,2,3,1,3,3,0
38991,23,76943.07,2,3,1,3,3,0
38992,37,117310.979016494,2,3,1,3,3,0
38993,34,95016.12,2,3,1,1,3,0
38994,28,85998.24,2,6,1,99,6,0
38995,23,72532.05,2,3,1,3,3,0
38996,23,107049.93,2,3,1,99,3,0
38997,23,69608.19,2,3,1,99,3,0
38998,23,71829.93,2,3,1,3,3,0
38999,36,45752.28,2,3,1,3,3,0
39000,28,216677.16,2,3,1,99,3,0
39001,23,117310.979016494,2,3,1,99,3,0
39002,85,153915.78,2,9,1,3,6,0
39003,23,93554.91,2,3,1,3,3,0
39004,23,81881.37,2,3,1,3,3,0
39005,23,148705.5,2,3,1,99,3,0
39006,28,77431.41,2,3,1,99,3,0
39007,48,90123.06,2,6,1,1,6,0
39008,35,85484.31,2,6,1,1,6,0
39009,23,97307.88,2,3,1,3,3,0
39010,23,94381.44,2,3,1,99,3,0
39011,64,79923.87,2,3,1,1,3,0
39012,24,359675.67,2,3,1,99,3,0
39013,49,103378.68,2,3,1,2,3,0
39014,50,117310.979016494,2,3,1,99,3,0
39015,23,40906.02,2,3,1,99,3,0
39016,23,188627.04,2,3,1,3,3,0
39017,25,86037.75,2,3,1,3,3,0
39018,52,107293.32,2,9,1,2,6,0
39019,60,97231.86,2,3,1,3,3,0
39020,23,67282.32,2,3,1,3,3,0
39021,39,117310.979016494,2,6,1,2,3,0
39022,23,160437.66,2,3,1,99,3,0
39023,31,226698.81,2,3,1,2,3,0
39024,23,43452.18,2,3,1,99,3,0
39025,38,119839.41,2,3,1,99,3,0
39026,23,80030.4,2,3,1,3,3,0
39027,23,140855.4,2,3,1,3,3,0
39028,23,157407.45,2,3,1,99,3,0
39029,30,74261.34,2,3,1,3,3,0
39030,54,217581.21,2,15,1,2,3,0
39031,41,153582.0,2,6,1,1,6,0
39032,27,64246.2,2,3,1,2,3,0
39033,42,41119.71,2,3,1,99,3,1
39034,54,117310.979016494,2,3,1,1,3,0
39035,28,54517.2,2,3,1,3,3,0
39036,26,87513.66,2,3,1,99,3,0
39037,40,124502.34,2,3,1,2,3,0
39038,29,117310.979016494,2,3,1,1,3,0
39039,36,82280.58,2,3,1,1,3,0
39040,23,70915.95,2,3,1,3,3,0
39041,23,85058.94,2,3,1,1,3,0
39042,23,405518.85,2,3,1,1,3,0
39043,33,53988.96,2,3,1,3,3,0
39044,26,31894.14,2,3,1,99,3,0
39045,23,117310.979016494,2,3,1,3,3,0
39046,28,73780.95,2,3,1,3,3,0
39047,55,117310.979016494,2,6,1,1,6,0
39048,23,53329.17,2,3,1,3,3,0
39049,23,111035.55,2,3,1,3,3,0
39050,25,53657.7,2,3,1,99,3,1
39051,30,97370.79,2,3,1,1,3,0
39052,25,38940.3,2,3,1,2,3,0
39053,23,651789.66,2,3,1,99,3,0
39054,53,117310.979016494,2,3,1,2,3,0
39055,72,60967.95,2,3,1,99,3,0
39056,23,26931.63,2,3,1,99,3,0
39057,23,270963.03,2,3,1,3,3,0
39058,38,98475.78,2,3,1,1,3,0
39059,23,362001.15,2,3,1,99,3,0
39060,23,79361.67,2,3,1,99,3,0
39061,28,126617.85,2,3,1,99,3,0
39062,29,72474.42,2,3,1,99,3,1
39063,60,71991.21,2,6,1,1,6,0
39064,23,96808.98,2,3,1,99,3,0
39065,23,174448.05,2,3,1,99,3,0
39066,26,43845.21,2,3,1,3,3,0
39067,28,36272.34,2,3,1,3,3,0
39068,55,194673.18,2,3,1,1,3,0
39069,74,22269.15,2,3,1,99,3,0
39070,70,145235.31,2,3,1,1,3,0
39071,23,367330.08,2,3,1,3,3,0
39072,23,79815.45,2,3,1,99,3,0
39073,33,75676.02,2,3,1,1,3,0
39074,23,94746.6,2,3,1,3,3,0
39075,53,66338.34,2,3,1,3,3,0
39076,29,74663.97,2,3,1,99,3,0
39077,40,56478.3,2,3,1,1,3,1
39078,23,221431.47,2,3,1,99,3,0
39079,66,88414.98,2,6,1,1,3,0
39080,35,49000.95,2,3,1,99,3,0
39081,51,256099.92,2,6,1,1,6,0
39082,24,50017.8,2,3,1,99,3,0
39083,28,92956.29,2,6,1,2,6,0
39084,34,41575.89,2,3,1,2,3,1
39085,59,406416.33,2,6,1,2,6,0
39086,58,77845.83,2,3,1,99,3,1
39087,23,177763.53,2,3,1,99,3,0
39088,27,70911.36,2,3,1,99,3,0
39089,23,60616.95,2,3,1,99,3,0
39090,25,531446.82,2,3,1,99,3,0
39091,23,139603.56,2,6,1,99,6,0
39092,23,142915.41,2,3,1,99,3,0
39093,23,90766.44,2,3,1,3,3,0
39094,22,116173.98,2,3,1,3,3,0
39095,32,45708.36,2,3,1,99,3,0
39096,29,141863.76,2,3,1,2,3,0
39097,35,59006.79,2,3,1,2,3,0
39098,24,143883.99,2,3,1,99,3,0
39099,27,293453.1,2,3,1,99,3,0
39100,31,96931.86,2,3,1,2,3,0
39101,44,101534.49,2,3,1,1,3,0
39102,28,95966.01,2,3,1,99,3,0
39103,50,96508.2,2,3,1,2,3,1
39104,23,169098.54,2,3,1,1,3,0
39105,27,74869.35,2,3,1,99,3,0
39106,26,117310.979016494,2,3,1,3,3,0
39107,26,100339.77,2,3,1,99,3,0
39108,42,117310.979016494,2,3,1,1,3,0
39109,23,34021.08,2,3,1,3,3,0
39110,27,85341.12,2,3,1,1,3,0
39111,50,332578.86,2,9,1,2,6,0
39112,39,53355.57,2,3,1,99,3,0
39113,67,212587.74,2,3,1,3,3,0
39114,31,55986.27,2,3,1,1,3,0
39115,23,117310.979016494,2,3,1,99,3,0
39116,24,189001.86,2,3,1,2,3,0
39117,43,50301.81,8,3,1,3,3,0
39118,35,668526.69,2,9,1,2,6,0
39119,34,117310.979016494,2,3,1,99,3,0
39120,40,117310.979016494,2,6,1,2,3,0
